soc_code,occupation_title,employment_national,annual_median_wage,source
51-9191,Adhesive Bonding Machine Operators and Tenders,12170.0,45210.0,BLS OEWS 2024
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",13890.0,41460.0,BLS OEWS 2024
51-9193,Cooling and Freezing Equipment Operators and Tenders,6590.0,40160.0,BLS OEWS 2024
51-9194,Etchers and Engravers,8390.0,40450.0,BLS OEWS 2024
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",34750.0,45690.0,BLS OEWS 2024
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",96950.0,49390.0,BLS OEWS 2024
51-9197,Tire Builders,20970.0,55580.0,BLS OEWS 2024
51-9198,Helpers--Production Workers,167490.0,38220.0,BLS OEWS 2024
51-9199,"Production Workers, All Other",277060.0,38820.0,BLS OEWS 2024
53-1040,First-Line Supervisors of Transportation and Material Moving Workers,615680.0,61900.0,BLS OEWS 2024
53-1041,Aircraft Cargo Handling Supervisors,10160.0,63940.0,BLS OEWS 2024
53-1047,"First-Line Supervisors of Transportation Workers, Except Aircraft Cargo Handling Supervisors",605510.0,61890.0,BLS OEWS 2024
53-2000,Air Transportation Workers,320280.0,106500.0,BLS OEWS 2024
53-2010,Aircraft Pilots and Flight Engineers,151130.0,198100.0,BLS OEWS 2024
53-2011,"Airline Pilots, Copilots, and Flight Engineers",99300.0,226600.0,BLS OEWS 2024
53-2012,Commercial Pilots,51830.0,122670.0,BLS OEWS 2024
53-2020,Air Traffic Controllers and Airfield Operations Specialists,39040.0,98920.0,BLS OEWS 2024
53-2021,Air Traffic Controllers,22400.0,144580.0,BLS OEWS 2024
53-2022,Airfield Operations Specialists,16640.0,56750.0,BLS OEWS 2024
53-2031,Flight Attendants,130110.0,67130.0,BLS OEWS 2024
53-3000,Motor Vehicle Operators,4328760.0,48660.0,BLS OEWS 2024
53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",12080.0,34330.0,BLS OEWS 2024
53-3030,Driver/Sales Workers and Truck Drivers,3482310.0,49550.0,BLS OEWS 2024
53-3031,Driver/Sales Workers,417420.0,37130.0,BLS OEWS 2024
53-3032,Heavy and Tractor-Trailer Truck Drivers,2070480.0,57440.0,BLS OEWS 2024
53-3033,Light Truck Drivers,994410.0,44140.0,BLS OEWS 2024
53-3050,Passenger Vehicle Drivers,784030.0,45530.0,BLS OEWS 2024
53-3051,"Bus Drivers, School",387920.0,47040.0,BLS OEWS 2024
53-3052,"Bus Drivers, Transit and Intercity",148980.0,57440.0,BLS OEWS 2024
53-3053,Shuttle Drivers and Chauffeurs,229630.0,36670.0,BLS OEWS 2024
53-3054,Taxi Drivers,17510.0,36220.0,BLS OEWS 2024
53-3099,"Motor Vehicle Operators, All Other",50330.0,36260.0,BLS OEWS 2024
53-4000,Rail Transportation Workers,101190.0,75990.0,BLS OEWS 2024
53-4010,Locomotive Engineers and Operators,35300.0,77400.0,BLS OEWS 2024
53-4011,Locomotive Engineers,31990.0,77400.0,BLS OEWS 2024
53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",3300.0,58030.0,BLS OEWS 2024
53-4022,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",12460.0,65480.0,BLS OEWS 2024
53-4031,Railroad Conductors and Yardmasters,42710.0,74080.0,BLS OEWS 2024
53-4041,Subway and Streetcar Operators,9200.0,84830.0,BLS OEWS 2024
53-4099,"Rail Transportation Workers, All Other",1520.0,49330.0,BLS OEWS 2024
53-5000,Water Transportation Workers,77710.0,66490.0,BLS OEWS 2024
53-5011,Sailors and Marine Oilers,31360.0,49610.0,BLS OEWS 2024
53-5020,Ship and Boat Captains and Operators,37770.0,82400.0,BLS OEWS 2024
53-5021,"Captains, Mates, and Pilots of Water Vessels",35390.0,85540.0,BLS OEWS 2024
53-5022,Motorboat Operators,2380.0,51880.0,BLS OEWS 2024
53-5031,Ship Engineers,8580.0,101320.0,BLS OEWS 2024
53-6000,Other Transportation Workers,330140.0,36060.0,BLS OEWS 2024
53-6011,Bridge and Lock Tenders,2720.0,58490.0,BLS OEWS 2024
53-6021,Parking Attendants,134650.0,34600.0,BLS OEWS 2024
53-6030,Transportation Service Attendants,125580.0,36000.0,BLS OEWS 2024
53-6031,Automotive and Watercraft Service Attendants,98270.0,34850.0,BLS OEWS 2024
53-6032,Aircraft Service Attendants,27310.0,41540.0,BLS OEWS 2024
53-6041,Traffic Technicians,7580.0,58480.0,BLS OEWS 2024
53-6051,Transportation Inspectors,23320.0,85750.0,BLS OEWS 2024
53-6061,Passenger Attendants,25340.0,37560.0,BLS OEWS 2024
53-6099,"Transportation Workers, All Other",10960.0,39630.0,BLS OEWS 2024
53-7000,Material Moving Workers,7871860.0,38340.0,BLS OEWS 2024
53-7011,Conveyor Operators and Tenders,26060.0,41230.0,BLS OEWS 2024
53-7021,Crane and Tower Operators,42000.0,66370.0,BLS OEWS 2024
53-7031,Dredge Operators,1030.0,48430.0,BLS OEWS 2024
53-7041,Hoist and Winch Operators,2480.0,52310.0,BLS OEWS 2024
53-7051,Industrial Truck and Tractor Operators,805770.0,46390.0,BLS OEWS 2024
53-7060,Laborers and Material Movers,6784150.0,37590.0,BLS OEWS 2024
53-7061,Cleaners of Vehicles and Equipment,373960.0,35270.0,BLS OEWS 2024
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",2982530.0,38940.0,BLS OEWS 2024
53-7063,Machine Feeders and Offbearers,46690.0,39700.0,BLS OEWS 2024
53-7064,"Packers and Packagers, Hand",601440.0,35580.0,BLS OEWS 2024
53-7065,Stockers and Order Fillers,2779530.0,37090.0,BLS OEWS 2024
53-7070,Pumping Station Operators,35060.0,63940.0,BLS OEWS 2024
53-7071,Gas Compressor and Gas Pumping Station Operators,5110.0,71510.0,BLS OEWS 2024
53-7072,"Pump Operators, Except Wellhead Pumpers",12600.0,60020.0,BLS OEWS 2024
53-7073,Wellhead Pumpers,17350.0,70010.0,BLS OEWS 2024
53-7081,Refuse and Recyclable Material Collectors,139180.0,48350.0,BLS OEWS 2024
53-7121,"Tank Car, Truck, and Ship Loaders",10920.0,58070.0,BLS OEWS 2024
53-7199,"Material Moving Workers, All Other",25190.0,41690.0,BLS OEWS 2024
