doc_id,cip4,degree_level,cip_title,median_earnings_4yr_nat,text
1411_Bachelors_Degree,1411,Bachelor's Degree,Engineering Mechanics.,93437.0,"CIP family (cip4): 1411
Field of study: Engineering Mechanics.
Degree level: Bachelor's Degree
Median earnings (4 years after completion, national): $93,437

Related occupations with OEWS wages (top 10 by employment):
- 17-2141 Mechanical Engineers | median wage $102,320 | employment 286,760
- 17-2141 Mechanical Engineers | median wage $102,320 | employment 286,760
- 17-2141 Mechanical Engineers | median wage $102,320 | employment 286,760
- 17-2141 Mechanical Engineers | median wage $102,320 | employment 286,760
- 17-2141 Mechanical Engineers | median wage $102,320 | employment 286,760
- 17-2141 Mechanical Engineers | median wage $102,320 | employment 286,760
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340"
1411_Masters_Degree,1411,Master's Degree,Engineering Mechanics.,109295.0,"CIP family (cip4): 1411
Field of study: Engineering Mechanics.
Degree level: Master's Degree
Median earnings (4 years after completion, national): $109,295

Related occupations with OEWS wages (top 10 by employment):
- 17-2141 Mechanical Engineers | median wage $102,320 | employment 286,760
- 17-2141 Mechanical Engineers | median wage $102,320 | employment 286,760
- 17-2141 Mechanical Engineers | median wage $102,320 | employment 286,760
- 17-2141 Mechanical Engineers | median wage $102,320 | employment 286,760
- 17-2141 Mechanical Engineers | median wage $102,320 | employment 286,760
- 17-2141 Mechanical Engineers | median wage $102,320 | employment 286,760
- 17-2141 Mechanical Engineers | median wage $102,320 | employment 286,760
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340"
1412_Bachelors_Degree,1412,Bachelor's Degree,Engineering Physics.,89154.0,"CIP family (cip4): 1412
Field of study: Engineering Physics.
Degree level: Bachelor's Degree
Median earnings (4 years after completion, national): $89,154

Related occupations with OEWS wages (top 10 by employment):
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340"
1412_Doctoral_Degree,1412,Doctoral Degree,Engineering Physics.,139646.0,"CIP family (cip4): 1412
Field of study: Engineering Physics.
Degree level: Doctoral Degree
Median earnings (4 years after completion, national): $139,646

Related occupations with OEWS wages (top 10 by employment):
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 17-2199 Engineers, All Other | median wage $117,750 | employment 150,750
- 17-2199 Engineers, All Other | median wage $117,750 | employment 150,750
- 17-2199 Engineers, All Other | median wage $117,750 | employment 150,750"
1412_Masters_Degree,1412,Master's Degree,Engineering Physics.,114121.0,"CIP family (cip4): 1412
Field of study: Engineering Physics.
Degree level: Master's Degree
Median earnings (4 years after completion, national): $114,121

Related occupations with OEWS wages (top 10 by employment):
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340"
1413_Associates_Degree,1413,Associate's Degree,Engineering Science.,75098.0,"CIP family (cip4): 1413
Field of study: Engineering Science.
Degree level: Associate's Degree
Median earnings (4 years after completion, national): $75,098

Related occupations with OEWS wages (top 10 by employment):
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340"
1413_Bachelors_Degree,1413,Bachelor's Degree,Engineering Science.,93782.0,"CIP family (cip4): 1413
Field of study: Engineering Science.
Degree level: Bachelor's Degree
Median earnings (4 years after completion, national): $93,782

Related occupations with OEWS wages (top 10 by employment):
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340"
1413_Doctoral_Degree,1413,Doctoral Degree,Engineering Science.,133482.0,"CIP family (cip4): 1413
Field of study: Engineering Science.
Degree level: Doctoral Degree
Median earnings (4 years after completion, national): $133,482

Related occupations with OEWS wages (top 10 by employment):
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340"
1413_Masters_Degree,1413,Master's Degree,Engineering Science.,123681.0,"CIP family (cip4): 1413
Field of study: Engineering Science.
Degree level: Master's Degree
Median earnings (4 years after completion, national): $123,681

Related occupations with OEWS wages (top 10 by employment):
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340"
1414_Bachelors_Degree,1414,Bachelor's Degree,Environmental/Environmental Health Engineering.,81171.0,"CIP family (cip4): 1414
Field of study: Environmental/Environmental Health Engineering.
Degree level: Bachelor's Degree
Median earnings (4 years after completion, national): $81,171

Related occupations with OEWS wages (top 10 by employment):
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340
- 11-9041 Architectural and Engineering Managers | median wage $167,740 | employment 210,340"
